#TPLNR	DESCRIPT	TIPO_OBJ_TEC	INVNR	BEGRU	F_ALTA_SAP	F_BAJA_SAP	PTA_SERVICIO	TPLMA	EMPLAZAMIENTO	DIVISION	AREA	OBJECTID	OBJECTNAMEID	TIPO	PARTIDO_GEO	LOCALIDAD_GEO	PARTIDO	LOCALIDAD	SPRID	ALIAS	SECCION	PERFIL	PARTE_OBJETO	OBJETO	LONGITUD	CUADRICULAID	CUADRICULA	FLTYP	COOR_X	COOR_Y	CTRO_COSTO	CALLE	ALTURA_DESDE	ALTURA_HASTA	ENTRE_CALLE_1	ENTRE_CALLE_2	GPS	IDENTIFICADOR
AC062-003	PIQUETE AC062	PIQUETE_MT	58891601	MT	01/07/2016		09/05/2016	MM6331951	15326A	6.0	3TI	58891601.0	58891601.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493282.0	181C	Q	5628753.76	6195649.417	4439.0	ARROYO ESPERITA			ARROYO ESPERITA	ARROYO ESPERITA	-34.3765 , -58.6002	AC062
AG271-004	PIQUETE AG271	PIQUETE_MT	94187960	MT	23/04/2024		01/01/1999	MM96099317	15326A	6.0	3TI	94187960.0	94187960.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5626807.448	6203817.546	4439.0	ARROYO CRUZ COLORADA			ARROYO CRUZ COLORADA		-34.3032 , -58.6225	AG271
SD_S687OL	ICC - SD_S687OL	ICC	99851739	MT	03/07/2025			S687OL	15326A	6.0	3TI	101306938.0	99851739.0	ICC_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	8860.0	ICC						57489433.0	125	P			4439.0	ARROYO CRUZ COLORADA			RIO PARANA DE LAS PALMAS			SD_S687OL
6326674	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6326674	MT	22/03/2016		10/11/2022	MM6326676	15326A	6.0	3TI	6326674.0	6326674.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	19.04	57489471.0	166	L	5631664.78	6197959.823	4439.0	ARROYO RAMA NEGRA	0       				-34.3553 , -58.5689	
19394041	VANO 3x50/8 Al/Ac. H	LINEA_MT	19394041	MT	22/03/2016		31/01/2008	MM19394897	13212A	1.0	2ME	19394041.0	19394041.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	62.99	57493011.0	507L	L	5599836.256	6137834.214	4424.0	ISLA SOLEDAD					-34.9008 , -58.9077	
6332168	VANO 3x50 Al. V	LINEA_MT	6332168	MT	22/03/2016		01/01/1998	MM6332094	15326A	6.0	3TI	6332168.0	6332168.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	30.8	57489472.0	165	L	5626975.84	6198214.061	4439.0	ARROYO ESPERA					-34.3536 , -58.6199	
5580231	VANO 3x25 Al. H	LINEA_MT	5580231	MT	22/03/2016		01/01/1992	MM5580138	13212A	1.0	2ME	5580231.0	5580231.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	49.99	57489616.0	457	L	5592919.146	6146004.435	4424.0	CNO AL PINO*	3002	3100			-34.8278 , -58.9843	
CP17629863	SECA LADO 4371-TR1 CT 4371C	CELDA_MT	CP17629863	MT	21/03/2016			4371C	15326A	6.0	3TI	23111887.0	23111887.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57493289.0	181J	P	5630294.803	6194457.068	4439.0	ARROYO LA PAZ			ARROYO CURUBICA		-34.3871 , -58.5832	17629863-FAEK-4371_TR1-TMMB
AL236	PIQUETE AL236	PIQUETE_MT	5582718	MT	22/03/2016		01/01/2001	MM5582711	13212A	1.0	2ME	5582718.0	5582718.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491247.0	458H	Q	5597441.493	6146961.361	4424.0	EL PUENTE	2	100			-34.8188 , -58.935	AL236
4580C	4580-PULGA (P) CTAMM PULGA (P)	CENTRO	16387017	MT	21/03/2016		26/07/1996	15326A	15326A	6.0	3TI	16387017.0	16387017.0	CENTRO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1188.0	CTAMM		CEPLATMM	CECTAMMC	DPAT		57489432.0	126	P	5629896.44	6204674.71	4439.0	ARROYO ANTEQUERA			RIO PARANA DE LAS PALMAS	ARROYO TORO	-34.2951 , -58.5891	4580-PULGA (P)
94064832	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	94064832	MT	14/04/2024		29/11/2022	MM6326301	15326A	6.0	3TI	94064832.0	94064832.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	40.0	57489471.0	166	L	5630413.615	6196089.847	4439.0	ARROYO ESPERA					-34.3724 , -58.5822	
AF195-004	PIQUETE AF195	PIQUETE_MT	94085758	MT	14/04/2024		01/01/1995	MM6326137	15326A	6.0	3TI	94085758.0	94085758.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493301.0	198B	Q	5631142.639	6192530.167	4439.0	RIO SARMIENTO			RIO SARMIENTO		-34.4043 , -58.5737	AF195
AF304-004	PIQUETE AF304	PIQUETE_MT	94104310	MT	14/04/2024		01/01/1998	MM96025328	15326A	6.0	3TI	94104310.0	94104310.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489455.0	152	Q	5630643.536	6199210.21	4439.0	ARROYO TORO			ARROYO TORO		-34.3442 , -58.5802	AF304
47678710	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	47678710	MT	22/03/2016		28/10/2013	MM6326137	15326A	6.0	3TI	47678710.0	47678710.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	28.07	57493301.0	198B	L	5631188.781	6192284.42	4439.0	RIO SARMIENTO					-34.4066 , -58.5732	
5579553	VANO 3x25 Al. H	LINEA_MT	5579553	MT	22/03/2016		01/01/1998	MM5579521	13212A	1.0	2ME	5579553.0	5579553.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	64.03	57491277.0	440R	L	5593328.069	6148172.015	4424.0	SAN  CIPRIANO	10	10			-34.8082 , -58.98	
12208-9	SECCIONADOR 	CELDA_MT	17494365	MT	22/03/2016			CP17494365	13212A	1.0	2ME	17494365.0	17494365.0	SECC_MTCT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1159.0	FAEK	CTAMH	CEPLATHM				57489619.0	441	P	5597577.795	6148512.991	4424.0	LOS OMBUES*	10	10	RUTA NRO 6		-34.8048 , -58.9336	12208-9
6330745	VANO 3x50 Al. V	LINEA_MT	6330745	MT	22/03/2016		01/01/2000	MM63323451	15326A	6.0	3TI	6330745.0	6330745.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	33.4	57489473.0	164	L	5625869.716	6197874.0	4439.0						-34.3568 , -58.6318	
OA521	PIQUETE OA521	PIQUETE_MT	6261497	MT	22/03/2016		17/12/2002	MM33977862	15326A	6.0	3TI	6261497.0	6261497.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57490109.0	197J	Q	5630138.564	6191797.614	4439.0	CANAL 3					-34.4111 , -58.5845	OA521
OA020	PIQUETE OA020	PIQUETE_MT	6331768	MT	22/03/2016		06/05/2002	MM6331753	15326A	6.0	3TI	6331768.0	6331768.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489473.0	164	Q	5626252.015	6196919.575	4439.0	RIO CARAPACHAY					-34.3654 , -58.6276	OA020
5579942	VANO 3x25 Al. H	LINEA_MT	5579942	MT	22/03/2016		01/01/1998	MM36171833	13212A	1.0	2ME	5579942.0	5579942.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	4.32	57491250.0	458K	L	5595414.819	6146121.198	4424.0	SAN  CIPRIANO	10	10			-34.8265 , -58.957	
6331214	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6331214	MT	22/03/2016		01/01/1998	MM96295187	15326A	6.0	3TI	6331214.0	6331214.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	39.78	57489445.0	137	L	5624643.874	6201379.594	4439.0	RIO CARAPACHAY	0       				-34.3254 , -58.6457	
OC112	PIQUETE OC112	PIQUETE_MT	6327879	MT	22/03/2016		07/07/2003	MM95934669	15326A	6.0	3TI	6327879.0	6327879.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5628350.649	6201930.103	4439.0	ARROYO TORO					-34.32 , -58.6055	OC112
OQ460	PIQUETE OQ460	PIQUETE_MT	6332594	MT	22/03/2016		15/10/2003	MM6332569	15326A	6.0	3TI	6332594.0	6332594.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5627401.248	6202749.097	4439.0						-34.3127 , -58.6159	OQ460
OS178	PIQUETE OS178	PIQUETE_MT	6329009	MT	22/03/2016		02/11/2005	MM6328935	15326A	6.0	3TI	6329009.0	6329009.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57490103.0	197D	Q	5629013.338	6192883.609	4439.0	RIO LUJAN	0       		RIO CARAPACHAY	RIO CARAPACHAY	-34.4014 , -58.5969	OS178
OS155	PIQUETE OS155	PIQUETE_MT	6330155	MT	22/03/2016		01/11/2005	MM6330285	15326A	6.0	3TI	6330155.0	6330155.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493286.0	181G	Q	5627942.053	6194759.731	4439.0	RIO CARAPACHAY	0       		ARROYO ANDRETTI		-34.3847 , -58.6089	OS155
6327768	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6327768	MT	22/03/2016		01/01/1998	MM6327661	15326A	6.0	3TI	6327768.0	6327768.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	44.99	57489432.0	126	L	5629200.027	6206212.38	4439.0	ARROYO ANTEQUERA	802	2200			-34.2813 , -58.5969	
6331571	VANO 3x25 Al. H	LINEA_MT	6331571	MT	22/03/2016		01/01/1998	MM6331609	15326A	6.0	3TI	81440083.0	6331571.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	15.26	57489420.0	111	L	5626114.595	6207271.249	4439.0	ARROYO CRUZ COLORADA					-34.2721 , -58.6306	
CP17505449	SECA LADO 13153-TR1 CT 13153C	CELDA_MT	CP17505449	MT	21/03/2016			13153C	13212A	1.0	2ME	23107516.0	23107516.0	CELDA	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1454.0	CLMI	CTA2	CEPLATMM				57489628.0	474	P	5592978.5	6145162.447	4424.0	CNO AL PINO*			RUTA PROV NRO 41	ARRICAU*	-34.8354 , -58.9835	17505449-FAEK-13153_TR1-TMMB
BE834	PIQUETE BE834	PIQUETE_MT	5690203	MT	22/03/2016		09/11/2005	MM19394897	13212A	1.0	2ME	5690203.0	5690203.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493005.0	507F	Q	5599365.098	6138936.975	4424.0	LOS MATREROS	0       		PATAGONIA		-34.8909 , -58.913	BE834
5579857	VANO 3x25 Al. H	LINEA_MT	5579857	MT	22/03/2016		01/01/1997	MM5579810	13212A	1.0	2ME	5579857.0	5579857.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	64.01	57489616.0	457	L	5594786.611	6148027.432	4424.0	SAN RAMON	10	10			-34.8094 , -58.9641	
5581214	VANO 3x25 Al. H	LINEA_MT	5581214	MT	22/03/2016		01/01/1993	MM80276544	13212A	1.0	2ME	5581214.0	5581214.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	61.85		458D	L	5597992.818	6148124.012	4424.0	CNO A MORENO*	10	10			-34.8082 , -58.9291	
6327833	VANO 3x25 Al. H	LINEA_MT	6327833	MT	22/03/2016		01/01/1998	MM6327585	15326A	6.0	3TI	94138840.0	6327833.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	3.6	57489444.0	138	L	5630244.333	6202464.119	4439.0	ARROYO ANTEQUERA					-34.3149 , -58.585	
AF071-003	PIQUETE AF071	PIQUETE_MT	94064746	MT	24/12/2017		01/01/1995	MM6331973	15326A	6.0	3TI	94064746.0	94064746.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5629627.654	6195782.213	4439.0	ARROYO ANGOSTURA			ARROYO ANGOSTURA		-34.3752 , -58.5907	AF071
6329897	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6329897	MT	13/04/2016		01/01/2004	MM6329949	15326A	6.0	3TI	52349425.0	6329897.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	53.1	57493293.0	181N	L	5629352.15	6193596.706	4439.0	RIO CARAPACHAY	0       				-34.395 , -58.5934	
97204731	VANO 3x50/8 Al/Ac. LP	LINEA_MT	97204731	MT	22/12/2024		19/12/2024	MM97171947	13212A	1.0	2ME	97204731.0	97204731.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	64.99	57491260.0	440A	L	5592397.028	6150572.296	4424.0	CTRY LAS HOJAS					-34.7867 , -58.9905	
6330475	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6330475	MT	22/03/2016		15/08/2024	MM6330636	15326A	6.0	3TI	6330475.0	6330475.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	41.29	57489473.0	164	L	5626339.453	6195849.6	4439.0	RIO CARAPACHAY	0       				-34.375 , -58.6264	
5690579	VANO 3x95/15 Al/Ac. P. LP	LINEA_MT	5690579	MT	22/03/2016		19/11/2016	MM5690591	13212A	1.0	2ME	5690579.0	5690579.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x95/15 Al	LNAEREMT	LNA132MT	L139	65.76	57492988.0	506I	L	5597791.244	6138310.065	4424.0	RUTA PROV NRO 200	63102	63200			-34.8967 , -58.9301	
6330595	VANO 3x50 Al. V	LINEA_MT	6330595	MT	22/03/2016		01/01/2000	MM6330709	15326A	6.0	3TI	95862924.0	6330595.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	31.45	57489473.0	164	L	5626055.166	6196957.821	4439.0						-34.3651 , -58.6297	
6330153	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6330153	MT	22/03/2016		13/08/2024	MM6330285	15326A	6.0	3TI	6330153.0	6330153.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	33.02	57493286.0	181G	L	5627969.807	6194777.621	4439.0	RIO CARAPACHAY	0       				-34.3845 , -58.6086	
OB243	PIQUETE OB243	PIQUETE_MT	6326949	MT	22/03/2016		10/01/2003	MM91523040	15326A	6.0	3TI	6326949.0	6326949.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489455.0	152	Q	5631683.356	6200640.961	4439.0	RIO CAPITAN	0       				-34.3312 , -58.5691	OB243
6331848	VANO 3x50 Al. V	LINEA_MT	6331848	MT	22/03/2016		01/01/1995	MM6331791	15326A	6.0	3TI	94236144.0	6331848.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	10.23	57493297.0	181R	L	5628562.986	6193545.972	4439.0	ARROYO GALLO FIAMBRE	0       				-34.3955 , -58.6019	
CP67149557	SECA LADO 40650-TR1 CT 40650C	CELDA_MT	CP67149557	MT	31/12/2017			40650C	15326A	6.0	3TI	23136161.0	23136161.0	CELDA	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1454.0	CLMI	CTAMM	CEPLATMM				57489471.0	166	P	5630734.838	6198415.819	4439.0	ARROYO LAS GAVIOTAS			ARROYO RAMA NEGRA	ARROYO RAMA NEGRA	-34.3514 , -58.5791	67149557-FAEK-40650_TR1-TMMB
6330126	VANO 3x50 Al. V	LINEA_MT	6330126	MT	22/03/2016		01/01/1998	MM6330285	15326A	6.0	3TI	6330126.0	6330126.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	48.34		181H	L	5628287.929	6194958.086	4439.0	RIO CARAPACHAY	0       				-34.3828 , -58.6051	
AO789-003	PIQUETE AO789	PIQUETE_MT	99450649	MT	08/06/2025		05/06/2025	MM5689993	13212A	1.0	2ME	100510888.0	99450649.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57492989.0	506J	Q	5598743.846	6138858.157	4424.0	CALLE 16	601	699	2 DE ABRIL		-34.8917 , -58.9198	AO789
AC541-002	PIQUETE AC541	PIQUETE_MT	64141866	MT	22/03/2016		02/06/2017	MM64141864	15326A	6.0	3TI	65281114.0	64141866.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489471.0	166	Q	5630626.84	6198089.488	4439.0	ARROYO SIN NOMBRE NRO 21			ARROYO LAS GAVIOTAS	ARROYO SIN NOMBRE NRO 21	-34.3543 , -58.5802	AC541
65281127	VANO 3x50/8 Al/Ac. LP	LINEA_MT	65281127	MT	27/08/2017		02/06/2017	MM64141864	15326A	6.0	3TI	65281127.0	65281127.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	55.120000000000005	57489471.0	166	L	5630699.641	6198116.479	4439.0	ARROYO LAS GAVIOTAS					-34.3541 , -58.5794	
6328427	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6328427	MT	22/03/2016		27/02/2025	MM6328469	15326A	6.0	3TI	6328427.0	6328427.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	43.59	57489432.0	126	L	5628367.179	6206511.02	4439.0	ARROYO SIN NOMBRE NRO 3					-34.2787 , -58.606	
6332767	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6332767	MT	22/03/2016		26/09/2024	MM6332760	15326A	6.0	3TI	6332767.0	6332767.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	49.77	57489472.0	165	L	5629410.009	6196572.774	4439.0	ARROYO GELVEZ					-34.3681 , -58.5932	
6330311	VANO 3x50/8 Al/Ac. LP	LINEA_MT	6330311	MT	22/03/2016		01/01/2000	MM6330636	15326A	6.0	3TI	6330311.0	6330311.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	9.48	57489924.0	180E	L	5626868.247	6195280.231	4439.0	RIO CARAPACHAY	0       				-34.3801 , -58.6206	
6326183	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6326183	MT	22/03/2016		10/02/2025	MM6326281	15326A	6.0	3TI	6326183.0	6326183.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	6.08	57489463.0	182	L	5630824.51	6195127.87	4439.0	ARROYO REYES	0       				-34.381 , -58.5776	
6330352	VANO 3x35/6 Al/Ac H	LINEA_MT	6330352	MT	22/03/2016		01/01/2002	MM6330335	15326A	6.0	3TI	80379249.0	6330352.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x35/6 Al/	LNAEREMT	LNA132MT	L135	44.5	57493280.0	181A	L	5627024.59	6195435.738	4439.0						-34.3787 , -58.6189	
AF669-003	PIQUETE AF669	PIQUETE_MT	94158627	MT	24/12/2017		01/01/1997	MM6327631	15326A	6.0	3TI	94158627.0	94158627.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489432.0	126	Q	5630157.373	6205508.744	4439.0	ARROYO ANTEQUERA			ARROYO ANTEQUERA		-34.2875 , -58.5864	AF669
OR394	PIQUETE OR394	PIQUETE_MT	6326249	MT	22/03/2016		05/07/2005	MM6326185	15326A	6.0	3TI	6326249.0	6326249.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493284.0	181E	Q	5630161.559	6195244.617	4439.0	ARROYO REYES	0       				-34.38 , -58.5848	OR394
BE945	PIQUETE BE945	PIQUETE_MT	5581731	MT	22/03/2016		13/06/2006	MM5581603	13212A	1.0	2ME	5581731.0	5581731.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489607.0	421	Q	5590937.126	6152085.352	4424.0	RITACO*	0       				-34.7732 , -59.0066	BE945
AB449-003	PIQUETE AB449	PIQUETE_MT	47085108	MT	22/03/2016		23/05/2013	MM96099317	15326A	6.0	3TI	47085108.0	47085108.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5627039.612	6203019.542	4439.0	ARROYO CRUZ COLORADA			ARROYO ESPERA	ARROYO TORO	-34.3103 , -58.6199	AB449
6328306	VANO 3x50 Al. T	LINEA_MT	6328306	MT	22/03/2016		01/01/1997	MM91457338	15326A	6.0	3TI	6328306.0	6328306.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	38.32	57489432.0	126	L	5628611.037	6204921.609	4439.0	ARROYO EL BANCO					-34.293 , -58.6031	
76714184	TRAMO 3x1x300/50 Al. XLPE	CABLE_MT	76714184	MT	04/12/2019		14/03/2019	MM18552866	15326A	6.0	3TI	76714184.0	76714184.0	CSMT	334.0	437.0	TIGRE	CIUDAD DE TIGRE	1091.0	CMT13	3x1x300/50	CSMT13KV	CS132XLP	P300	6.67	57490120.0	214A	L	5630467.852	6190040.88	4439.0	MONTES DE OCA(TIG)	701	799			-34.4269 , -58.5807	
78513978	VANO 3x50/8 Al/Ac. H	LINEA_MT	78513978	MT	16/06/2020		09/06/2020	MM19394897	13212A	1.0	2ME	78523566.0	78513978.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	3.15	57493005.0	507F	L	5599311.428	6138324.948	4424.0	ISLA SOLEDAD	0       				-34.8964 , -58.9135	
65464248	VANO 3x50 Al. H	LINEA_MT	65464248	MT	10/09/2017		01/01/2001	MM65464247	13212A	1.0	2ME	70921322.0	65464248.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x50 Al. H	LNAEREMT	LNA132MT	L135	38.59	57491289.0	439J	L	5591867.436	6149613.39	4424.0						-34.7954 , -58.9962	
AO793-003	PIQUETE AO793	PIQUETE_MT	99450662	MT	08/06/2025		05/06/2025	MM5689993	13212A	1.0	2ME	100510892.0	99450662.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57492989.0	506J	Q	5598582.999	6138691.519	4424.0	CALLE 16	801	899	CALLE 3		-34.8932 , -58.9215	AO793
AL065	PIQUETE AL065	PIQUETE_MT	5579603	MT	22/03/2016		17/10/2022	MM5579521	13212A	1.0	2ME	5579603.0	5579603.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491271.0	440L	Q	5592599.238	6148911.291	4424.0	SAN  CIPRIANO	10	10			-34.8017 , -58.9881	AL065
OL951	PIQUETE OL951	PIQUETE_MT	6328041	MT	22/03/2016		01/01/1996	MM6328184	15326A	6.0	3TI	6328041.0	6328041.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489456.0	151	Q	5628367.887	6200047.942	4439.0	ARROYO TORITO					-34.3369 , -58.605	OL951
5580957	VANO 3x50 Al. H	LINEA_MT	5580957	MT	22/03/2016		01/01/1972	MM102269053	13212A	1.0	2ME	5580957.0	5580957.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50 Al. H	LNAEREMT	LNA132MT	L135	74.48		458L	L	5596828.861	6146534.782	4424.0	SAN MARTIN 1	10	10			-34.8227 , -58.9416	
AG938-002	PIQUETE AG938	PIQUETE_MT	94226735	MT	03/09/2017		01/01/1998	MM6331352	15326A	6.0	3TI	94226735.0	94226735.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5625082.508	6202430.217	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.3159 , -58.6411	AG938
